Entity,State,Ownership,Customers (Count),Sales (Megawatthours),Revenues (Thousands Dollars),Average Price (cents/kWh)
Three Notch Elec Member Corp,GA,Cooperative,"13,878","147,637","18,065.0",12.24
Tri-County Elec Member Corp,GA,Cooperative,"19,051","259,364","30,682.0",11.83
Tri-State Electric Member Corp,GA,Cooperative,"11,154","122,193","14,896.0",12.19
Upson Elec Member Corp,GA,Cooperative,"8,318","106,298","11,788.0",11.09
Walton Electric Member Corp,GA,Cooperative,"109,229","1,646,202","165,872.7",10.08
Washington Elec Member Corp,GA,Cooperative,"14,620","180,832","20,949.0",11.58
Hawaii Electric Light Co Inc,HI,Investor Owned,"68,786","409,840","174,060.6",42.47
Hawaiian Electric Co Inc,HI,Investor Owned,"264,047","1,776,835","623,684.1",35.10
Kauai Island Utility Cooperative,HI,Cooperative,"28,169","157,278","70,785.0",45.01
Maui Electric Co Ltd,HI,Investor Owned,"58,610","395,345","154,414.1",39.06
Access Energy Coop,IA,Cooperative,"8,512","112,092","13,466.1",12.01
"Allamakee-Clayton El Coop, Inc",IA,Cooperative,"9,359","108,846","15,466.0",14.21
